# d32/dsp-unmapped.csv — defined cells with NO DSP address.
#
# GENERATED alongside dsp.csv by MW/D32/DSP/gen_dsp.py. The companion
# to it: dsp.csv says where a cell lives, this says why it lives
# nowhere. A family in neither file stops the generator.
#
# Class:  host-managed | mcu-only | label | surface-state |
#         hardware-control | control-plane | no-graph-node |
#         unbacked-meter | s1-2-no-behaviour
#
# no-graph-node is the list that costs work: a DSP function this
# product defines and the graph does not build.
#
_Cell,Class,Reason
Sys001Keys099,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Sys001Keys100,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Sys001Keys101,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Sys001Keys102,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Sys001Keys103,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Sys001Keys104,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Sys001Keys105,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Sys001Keys106,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Sys001Keys107,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Sys001Keys108,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Sys001Keys109,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Sys001Keys110,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Sys001Keys111,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Sys001Keys112,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Sys001Keys113,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Sys001Keys114,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Sys001Keys115,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Sys001Keys116,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Sys001Keys117,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Sys001Keys118,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Sys001Keys119,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Sys001Keys120,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Sys001Keys121,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Sys001Keys122,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Sys001Keys123,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Sys001Keys124,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Sys001Keys125,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Sys001Keys126,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Sys001Keys127,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Sys001LCR001,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Sys001Lock001,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Sys001Man001,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Sys001MtrSrc001,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Sys001MxMode001,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Sys001OptMix001,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Sys001Reg001,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Sys001Reg002,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Sys001Reg003,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Sys001Reg004,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Sys001Reg005,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Sys001Reg006,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Sys001Reg007,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Sys001Reg008,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Sys001Reg009,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Sys001Reg010,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Sys001Reset001,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Sys001Scene001,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Sys001SceneSafe001,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Sys001SceneSafe002,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Sys001SceneSafe003,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Sys001SceneSafe004,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Sys001SceneSafe005,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Sys001SceneSafe006,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Sys001SceneSafe007,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Sys001SceneSafe008,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Sys001SceneSafe009,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Sys001SceneSafe010,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Sys001SceneSafe011,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Sys001SceneSafe012,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Sys001SceneSafe013,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Sys001SceneSafe014,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Sys001SceneSafe015,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Sys001SceneSafe016,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Sys001SceneSafe017,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Sys001SceneSafe018,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Sys001SceneSafe019,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Sys001SceneSafe020,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Sys001SceneSafe021,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Sys001SceneSafe022,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Sys001SceneSafe023,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Sys001SceneSafe024,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Sys001SceneSafe025,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Sys001SceneSafe026,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Sys001SceneSafe027,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Sys001SceneSafe028,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Sys001SceneSafe029,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Sys001SceneSafe030,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Sys001SceneSafe031,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Sys001SceneSafe032,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Sys001ScrBright001,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Sys001SelectedAux001,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Sys001SelectedChan001,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Sys001Skin001,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Sys001SwUpd001,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Sys001Test001,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Sys001Test002,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Talk001Dest002,no-graph-node,"talkback destinations 2 and 3 — and the reason this file gave until S25 named the wrong deficiency. It said the TALKBACK node has four SPI words (On, Gain, Hpf, Dest1) and the graph gives it no more, which is true and is not the problem: the node ALREADY declares `_talk_route_<nid>[3]`, so the words are there. What is missing is the FAN-OUT. `C1_TALK_01` and `C1_TALK_02` have EMPTY outputs columns, nothing in the tree reads `_talk_route` beyond the SPI dispatch of Dest1, and the talkback mics reach no bus at all. Dest1 is therefore a cell that reaches a WORD and not the arithmetic — S24-7's shape one family along. Two more addresses would add two more of those; crosspoints out of each node is what the family actually needs. S26 WENT TO BUILD THEM AND DID NOT, because the enumeration names a COUNT and no destination: the master gives Dest[1-3] and the note ""aux/main"", carries no Table column (every genuinely named selector in the master has one — Aux Pan reads Pan:dB:0:Off), and the two halves of this family do not even agree with each other on their own encoding (Talk Dest has MxDatS 1, a per-slot flag like Chan MuteGrp; Noise Dest has 11, which is a selector). WORSE, THE COUNT IS CONTRADICTED BY THE PRODUCT: d24-skin-cell-map.csv row menu5/2 records ""RANGE CONFLICT: vocab Talk Rtg[1-3] vs 9 targets — extend to [1-9]"" for Talkback Assign A1-A8 + L-R. Building three crosspoints would therefore build the wrong NUMBER of them as well as guessing which buses. Held for the master, not invented"
Talk001Dest003,no-graph-node,"talkback destinations 2 and 3 — and the reason this file gave until S25 named the wrong deficiency. It said the TALKBACK node has four SPI words (On, Gain, Hpf, Dest1) and the graph gives it no more, which is true and is not the problem: the node ALREADY declares `_talk_route_<nid>[3]`, so the words are there. What is missing is the FAN-OUT. `C1_TALK_01` and `C1_TALK_02` have EMPTY outputs columns, nothing in the tree reads `_talk_route` beyond the SPI dispatch of Dest1, and the talkback mics reach no bus at all. Dest1 is therefore a cell that reaches a WORD and not the arithmetic — S24-7's shape one family along. Two more addresses would add two more of those; crosspoints out of each node is what the family actually needs. S26 WENT TO BUILD THEM AND DID NOT, because the enumeration names a COUNT and no destination: the master gives Dest[1-3] and the note ""aux/main"", carries no Table column (every genuinely named selector in the master has one — Aux Pan reads Pan:dB:0:Off), and the two halves of this family do not even agree with each other on their own encoding (Talk Dest has MxDatS 1, a per-slot flag like Chan MuteGrp; Noise Dest has 11, which is a selector). WORSE, THE COUNT IS CONTRADICTED BY THE PRODUCT: d24-skin-cell-map.csv row menu5/2 records ""RANGE CONFLICT: vocab Talk Rtg[1-3] vs 9 targets — extend to [1-9]"" for Talkback Assign A1-A8 + L-R. Building three crosspoints would therefore build the wrong NUMBER of them as well as guessing which buses. Held for the master, not invented"
Talk002Dest002,no-graph-node,"talkback destinations 2 and 3 — and the reason this file gave until S25 named the wrong deficiency. It said the TALKBACK node has four SPI words (On, Gain, Hpf, Dest1) and the graph gives it no more, which is true and is not the problem: the node ALREADY declares `_talk_route_<nid>[3]`, so the words are there. What is missing is the FAN-OUT. `C1_TALK_01` and `C1_TALK_02` have EMPTY outputs columns, nothing in the tree reads `_talk_route` beyond the SPI dispatch of Dest1, and the talkback mics reach no bus at all. Dest1 is therefore a cell that reaches a WORD and not the arithmetic — S24-7's shape one family along. Two more addresses would add two more of those; crosspoints out of each node is what the family actually needs. S26 WENT TO BUILD THEM AND DID NOT, because the enumeration names a COUNT and no destination: the master gives Dest[1-3] and the note ""aux/main"", carries no Table column (every genuinely named selector in the master has one — Aux Pan reads Pan:dB:0:Off), and the two halves of this family do not even agree with each other on their own encoding (Talk Dest has MxDatS 1, a per-slot flag like Chan MuteGrp; Noise Dest has 11, which is a selector). WORSE, THE COUNT IS CONTRADICTED BY THE PRODUCT: d24-skin-cell-map.csv row menu5/2 records ""RANGE CONFLICT: vocab Talk Rtg[1-3] vs 9 targets — extend to [1-9]"" for Talkback Assign A1-A8 + L-R. Building three crosspoints would therefore build the wrong NUMBER of them as well as guessing which buses. Held for the master, not invented"
Talk002Dest003,no-graph-node,"talkback destinations 2 and 3 — and the reason this file gave until S25 named the wrong deficiency. It said the TALKBACK node has four SPI words (On, Gain, Hpf, Dest1) and the graph gives it no more, which is true and is not the problem: the node ALREADY declares `_talk_route_<nid>[3]`, so the words are there. What is missing is the FAN-OUT. `C1_TALK_01` and `C1_TALK_02` have EMPTY outputs columns, nothing in the tree reads `_talk_route` beyond the SPI dispatch of Dest1, and the talkback mics reach no bus at all. Dest1 is therefore a cell that reaches a WORD and not the arithmetic — S24-7's shape one family along. Two more addresses would add two more of those; crosspoints out of each node is what the family actually needs. S26 WENT TO BUILD THEM AND DID NOT, because the enumeration names a COUNT and no destination: the master gives Dest[1-3] and the note ""aux/main"", carries no Table column (every genuinely named selector in the master has one — Aux Pan reads Pan:dB:0:Off), and the two halves of this family do not even agree with each other on their own encoding (Talk Dest has MxDatS 1, a per-slot flag like Chan MuteGrp; Noise Dest has 11, which is a selector). WORSE, THE COUNT IS CONTRADICTED BY THE PRODUCT: d24-skin-cell-map.csv row menu5/2 records ""RANGE CONFLICT: vocab Talk Rtg[1-3] vs 9 targets — extend to [1-9]"" for Talkback Assign A1-A8 + L-R. Building three crosspoints would therefore build the wrong NUMBER of them as well as guessing which buses. Held for the master, not invented"
